latitude,longitude,name,names,created_at,updated_at,distance,id
30.323267,-97.462334,Littig Rd,Littig Rd,Mon Jul 16 2018 12:27:06 GMT-0500 (CDT),Mon Jul 16 2018 12:27:06 GMT-0500 (CDT),2.5664483018314836,27
30.323267,-97.462334,,,Mon Jul 16 2018 12:27:06 GMT-0500 (CDT),Mon Jul 16 2018 12:27:06 GMT-0500 (CDT),25.990739526242145,28
30.390736,-97.41053,Carlson Rd,Carlson Rd,Mon Jul 16 2018 12:27:06 GMT-0500 (CDT),Mon Jul 16 2018 12:27:06 GMT-0500 (CDT),5.608566309958368,29
30.40691,-97.634727,Crystal Bend Dr,Crystal Bend Dr,Mon Jul 16 2018 12:27:07 GMT-0500 (CDT),Mon Jul 16 2018 12:27:07 GMT-0500 (CDT),0.0024649026394759723,30
30.40691,-97.634727,Crooked Creek Dr,Crooked Creek Dr,Mon Jul 16 2018 12:27:07 GMT-0500 (CDT),Mon Jul 16 2018 12:27:07 GMT-0500 (CDT),35.02011167803222,31
30.262096,-97.551872,Taylor Ln,Taylor Ln,Mon Jul 16 2018 12:27:07 GMT-0500 (CDT),Mon Jul 16 2018 12:27:07 GMT-0500 (CDT),1.7209683950324353,32
30.417175,-97.615417,Killingsworth Ln,Killingsworth Ln,Mon Jul 16 2018 12:27:08 GMT-0500 (CDT),Mon Jul 16 2018 12:27:08 GMT-0500 (CDT),1.1559092225139473,33
30.420252,-97.619942,Immanuel Rd,Immanuel Rd,Mon Jul 16 2018 12:27:08 GMT-0500 (CDT),Mon Jul 16 2018 12:27:08 GMT-0500 (CDT),1.127157494919187,34
30.133249,-97.810425,Old San Antonio Rd,Old San Antonio Rd,Mon Jul 16 2018 12:27:09 GMT-0500 (CDT),Mon Jul 16 2018 12:27:09 GMT-0500 (CDT),0.29379640203144375,35
30.354773,-98.040054,Bee Creek Rd,Bee Creek Rd,Mon Jul 16 2018 12:27:09 GMT-0500 (CDT),Mon Jul 16 2018 12:27:09 GMT-0500 (CDT),0.27275469795937174,36
30.266903,-98.021423,Crumley Ranch Rd,"Crumley Ranch Rd,W Fitzhugh Rd",Mon Jul 16 2018 12:27:10 GMT-0500 (CDT),Mon Jul 16 2018 12:27:10 GMT-0500 (CDT),1.3156364560433698,37
30.30521,-97.957802,Great Divide Dr,Great Divide Dr,Mon Jul 16 2018 12:27:10 GMT-0500 (CDT),Mon Jul 16 2018 12:27:10 GMT-0500 (CDT),2.2517411335177986,38
30.324345,-97.871216,Tumbleweed Trl N,Tumbleweed Trl N,Mon Jul 16 2018 12:27:11 GMT-0500 (CDT),Mon Jul 16 2018 12:27:11 GMT-0500 (CDT),1.197536787492441,39
30.327383,-97.782799,Westlake Dr,Westlake Dr,Mon Jul 16 2018 12:27:11 GMT-0500 (CDT),Mon Jul 16 2018 12:27:11 GMT-0500 (CDT),0.1985549962619696,40
30.308975,-97.806282,Wild Basin Ledge,Wild Basin Ledge,Mon Jul 16 2018 12:27:12 GMT-0500 (CDT),Mon Jul 16 2018 12:27:12 GMT-0500 (CDT),0.4755294529924924,41
30.481779,-97.894073,Lime Creek Rd,Lime Creek Rd,Mon Jul 16 2018 12:27:12 GMT-0500 (CDT),Mon Jul 16 2018 12:27:12 GMT-0500 (CDT),0.8299631195259616,42
30.242487,-98.011162,Fitzhugh Rd,"Fitzhugh Rd,CR-101",Mon Jul 16 2018 12:27:13 GMT-0500 (CDT),Mon Jul 16 2018 12:27:13 GMT-0500 (CDT),2.451338020082224,43
30.419184,-98.127342,Fall Creek Rd,Fall Creek Rd,Mon Jul 16 2018 12:27:13 GMT-0500 (CDT),Mon Jul 16 2018 12:27:13 GMT-0500 (CDT),4.775876532484755,44
30.3307,-97.997841,Flintrock Rd,Flintrock Rd,Mon Jul 16 2018 12:27:14 GMT-0500 (CDT),Mon Jul 16 2018 12:27:14 GMT-0500 (CDT),0.35259450085025185,45
30.36941,-98.088783,Pedernales Canyon Trl,Pedernales Canyon Trl,Mon Jul 16 2018 12:27:14 GMT-0500 (CDT),Mon Jul 16 2018 12:27:14 GMT-0500 (CDT),1.3949699845163661,46
30.34001,-98.138939,Hamilton Pool Rd,"Hamilton Pool Rd,RM 3238",Mon Jul 16 2018 12:27:15 GMT-0500 (CDT),Mon Jul 16 2018 12:27:15 GMT-0500 (CDT),1.733165075850503,47
30.223341,-97.92926,Ledgestone Ter,Ledgestone Ter,Mon Jul 16 2018 12:27:15 GMT-0500 (CDT),Mon Jul 16 2018 12:27:15 GMT-0500 (CDT),1.9239229863946274,48
30.223345,-97.92411,Flintrock Cir,Flintrock Cir,Mon Jul 16 2018 12:27:16 GMT-0500 (CDT),Mon Jul 16 2018 12:27:16 GMT-0500 (CDT),1.6085421989619832,49
30.246428,-97.915123,Williamson Creek Dr,Williamson Creek Dr,Mon Jul 16 2018 12:27:16 GMT-0500 (CDT),Mon Jul 16 2018 12:27:16 GMT-0500 (CDT),1.318966771330917,50
30.245514,-97.91362,Pitter Pat Ln,Pitter Pat Ln,Mon Jul 16 2018 12:27:17 GMT-0500 (CDT),Mon Jul 16 2018 12:27:17 GMT-0500 (CDT),1.6967550685010089,51
30.242262,-97.90667,Mowinkle Dr,Mowinkle Dr,Mon Jul 16 2018 12:27:17 GMT-0500 (CDT),Mon Jul 16 2018 12:27:17 GMT-0500 (CDT),0.4214597547920511,52
30.570286,-97.948364,Big Sandy Dr,Big Sandy Dr,Mon Jul 16 2018 12:27:18 GMT-0500 (CDT),Mon Jul 16 2018 12:27:18 GMT-0500 (CDT),0.9582499512363983,53
30.581793,-97.967262,Juniper Trl,Juniper Trl,Mon Jul 16 2018 12:27:18 GMT-0500 (CDT),Mon Jul 16 2018 12:27:18 GMT-0500 (CDT),12.164995155821797,54
30.58387,-97.971863,Cottonwood Dr,Cottonwood Dr,Mon Jul 16 2018 12:27:19 GMT-0500 (CDT),Mon Jul 16 2018 12:27:19 GMT-0500 (CDT),0.07728786208728447,55
30.585136,-97.967941,Live Oak,Live Oak,Mon Jul 16 2018 12:27:19 GMT-0500 (CDT),Mon Jul 16 2018 12:27:19 GMT-0500 (CDT),0.4663248214715543,56
30.526802,-97.928017,Nameless Rd,Nameless Rd,Mon Jul 16 2018 12:27:20 GMT-0500 (CDT),Mon Jul 16 2018 12:27:20 GMT-0500 (CDT),0.21974067265231656,57
30.580051,-97.945068,Round Mountain Rd,Round Mountain Rd,Mon Jul 16 2018 12:27:20 GMT-0500 (CDT),Mon Jul 16 2018 12:27:20 GMT-0500 (CDT),2.873928423166428,58
30.166294,-97.82132,Slaughter Creek Dr,Slaughter Creek Dr,Mon Jul 16 2018 12:27:21 GMT-0500 (CDT),Mon Jul 16 2018 12:27:21 GMT-0500 (CDT),2.1922568075644944,59
30.132555,-97.609001,Jacobson Rd,Jacobson Rd,Mon Jul 16 2018 12:27:21 GMT-0500 (CDT),Mon Jul 16 2018 12:27:21 GMT-0500 (CDT),0.1478825483464311,60
30.133886,-97.58886,Linden Rd,Linden Rd,Mon Jul 16 2018 12:27:22 GMT-0500 (CDT),Mon Jul 16 2018 12:27:22 GMT-0500 (CDT),1.1482182529086657,61
30.133886,-97.58886,Maschmeier Rd,Maschmeier Rd,Mon Jul 16 2018 12:27:22 GMT-0500 (CDT),Mon Jul 16 2018 12:27:22 GMT-0500 (CDT),18.996917991896776,62
30.135599,-97.676346,Citation Ave,Citation Ave,Mon Jul 16 2018 12:27:22 GMT-0500 (CDT),Mon Jul 16 2018 12:27:22 GMT-0500 (CDT),1.7806032373988154,63
30.177479,-97.640076,Pearce Ln,Pearce Ln,Mon Jul 16 2018 12:27:23 GMT-0500 (CDT),Mon Jul 16 2018 12:27:23 GMT-0500 (CDT),4.649147596871525,64
30.177479,-97.640076,Pimlico Dr,Pimlico Dr,Mon Jul 16 2018 12:27:23 GMT-0500 (CDT),Mon Jul 16 2018 12:27:23 GMT-0500 (CDT),41.17279270025252,65
30.076216,-97.737938,Turnersville Rd,Turnersville Rd,Mon Jul 16 2018 12:27:23 GMT-0500 (CDT),Mon Jul 16 2018 12:27:23 GMT-0500 (CDT),2.1335384426121378,66
30.11253,-97.671249,Blocker Ln,Blocker Ln,Mon Jul 16 2018 12:27:24 GMT-0500 (CDT),Mon Jul 16 2018 12:27:24 GMT-0500 (CDT),0.12047336071827715,67
30.118946,-97.710732,Rodriguez Rd,Rodriguez Rd,Mon Jul 16 2018 12:27:24 GMT-0500 (CDT),Mon Jul 16 2018 12:27:24 GMT-0500 (CDT),0.7559518307015903,68
30.078949,-97.640572,Doyle Overton Rd,Doyle Overton Rd,Mon Jul 16 2018 12:27:25 GMT-0500 (CDT),Mon Jul 16 2018 12:27:25 GMT-0500 (CDT),2.0165242581237615,69
30.078949,-97.640572,Eilers Rd,Eilers Rd,Mon Jul 16 2018 12:27:25 GMT-0500 (CDT),Mon Jul 16 2018 12:27:25 GMT-0500 (CDT),7.073193793671944,70
30.105795,-97.627808,Peterson Rd,Peterson Rd,Mon Jul 16 2018 12:27:25 GMT-0500 (CDT),Mon Jul 16 2018 12:27:25 GMT-0500 (CDT),3.058401694854426,71
30.167467,-97.592514,Navarro Creek Rd,Navarro Creek Rd,Mon Jul 16 2018 12:27:26 GMT-0500 (CDT),Mon Jul 16 2018 12:27:26 GMT-0500 (CDT),1.256561492847672,72
30.127525,-97.617798,Plover Pl,Plover Pl,Mon Jul 16 2018 12:27:26 GMT-0500 (CDT),Mon Jul 16 2018 12:27:26 GMT-0500 (CDT),0.6109076990850452,73
30.080608,-97.754387,Wright Rd,Wright Rd,Mon Jul 16 2018 12:27:27 GMT-0500 (CDT),Mon Jul 16 2018 12:27:27 GMT-0500 (CDT),1.6900863686062095,74
30.173513,-97.689194,Colton Rd,Colton Rd,Mon Jul 16 2018 12:27:28 GMT-0500 (CDT),Mon Jul 16 2018 12:27:28 GMT-0500 (CDT),1.4672811951073739,75
30.048407,-97.723503,Williamson Rd,Williamson Rd,Mon Jul 16 2018 12:27:28 GMT-0500 (CDT),Mon Jul 16 2018 12:27:28 GMT-0500 (CDT),1.0419076410465533,76
30.027739,-97.701485,Williamson Rd,"Williamson Rd,CR-177,CR-177",Mon Jul 16 2018 12:27:29 GMT-0500 (CDT),Mon Jul 16 2018 12:27:29 GMT-0500 (CDT),1.760166062602197,77
30.062107,-97.681305,Laws Rd,Laws Rd,Mon Jul 16 2018 12:27:29 GMT-0500 (CDT),Mon Jul 16 2018 12:27:29 GMT-0500 (CDT),0.7072647856954959,78
30.084892,-97.701904,Tom Sassman Rd,Tom Sassman Rd,Mon Jul 16 2018 12:27:30 GMT-0500 (CDT),Mon Jul 16 2018 12:27:30 GMT-0500 (CDT),0.8538383514734211,79
30.094563,-97.620811,Doyle Rd,Doyle Rd,Mon Jul 16 2018 12:27:30 GMT-0500 (CDT),Mon Jul 16 2018 12:27:30 GMT-0500 (CDT),1.4169223901858017,80
30.382242,-97.912277,Fritz Hughes Park Rd,Fritz Hughes Park Rd,Mon Jul 16 2018 12:27:30 GMT-0500 (CDT),Mon Jul 16 2018 12:27:30 GMT-0500 (CDT),2.8536186941324004,81
30.383169,-97.879669,,,Mon Jul 16 2018 12:27:31 GMT-0500 (CDT),Mon Jul 16 2018 12:27:31 GMT-0500 (CDT),24.691223979945047,82
30.104755,-97.676826,Von Quintus Rd,Von Quintus Rd,Mon Jul 16 2018 12:27:31 GMT-0500 (CDT),Mon Jul 16 2018 12:27:31 GMT-0500 (CDT),5.969494650408191,83
30.104755,-97.676826,Sunflower Dr,Sunflower Dr,Mon Jul 16 2018 12:27:31 GMT-0500 (CDT),Mon Jul 16 2018 12:27:31 GMT-0500 (CDT),21.68710709066627,84
30.392813,-97.453362,Wells School Rd,Wells School Rd,Mon Jul 16 2018 12:27:32 GMT-0500 (CDT),Mon Jul 16 2018 12:27:32 GMT-0500 (CDT),2.689967226149588,85
30.392813,-97.453362,Wells Ln,Wells Ln,Mon Jul 16 2018 12:27:32 GMT-0500 (CDT),Mon Jul 16 2018 12:27:32 GMT-0500 (CDT),10.98342446634944,86
30.457598,-97.492355,Cameron Rd,Cameron Rd,Mon Jul 16 2018 12:27:33 GMT-0500 (CDT),Mon Jul 16 2018 12:27:33 GMT-0500 (CDT),4.677496380505859,87
30.270645,-97.791901,Bee Caves Rd,"Bee Caves Rd,Bee Caves Rd,RM 2244,RM 2244,Bee Cave Rd,Bee Cave Rd",Mon Jul 16 2018 12:27:33 GMT-0500 (CDT),Mon Jul 16 2018 12:27:33 GMT-0500 (CDT),2.314967126844769,88
30.393028,-97.87027,Steiner Ranch Blvd,Steiner Ranch Blvd,Mon Jul 16 2018 12:27:33 GMT-0500 (CDT),Mon Jul 16 2018 12:27:33 GMT-0500 (CDT),7.2678548590671435,89
30.132597,-97.648224,FM 812,FM 812,Mon Jul 16 2018 12:27:34 GMT-0500 (CDT),Mon Jul 16 2018 12:27:34 GMT-0500 (CDT),5.313165949603381,90
30.294378,-97.570221,FM 973,FM 973,Mon Jul 16 2018 12:27:34 GMT-0500 (CDT),Mon Jul 16 2018 12:27:34 GMT-0500 (CDT),5.177957069838865,91
30.294378,-97.570221,to SH-130 N,to SH-130 N,Mon Jul 16 2018 12:27:34 GMT-0500 (CDT),Mon Jul 16 2018 12:27:34 GMT-0500 (CDT),5.58128035519781,92
30.294378,-97.570221,,,Mon Jul 16 2018 12:27:34 GMT-0500 (CDT),Mon Jul 16 2018 12:27:34 GMT-0500 (CDT),13.957113575220916,93
30.419123,-97.427597,Werchan Ln,Werchan Ln,Mon Jul 16 2018 12:27:35 GMT-0500 (CDT),Mon Jul 16 2018 12:27:35 GMT-0500 (CDT),8.544239059098121,94
30.419123,-97.427597,Lund Carlson Rd,Lund Carlson Rd,Mon Jul 16 2018 12:27:35 GMT-0500 (CDT),Mon Jul 16 2018 12:27:35 GMT-0500 (CDT),9.711039009298482,95
30.419123,-97.427597,Lund - Carlson Rd,Lund - Carlson Rd,Mon Jul 16 2018 12:27:35 GMT-0500 (CDT),Mon Jul 16 2018 12:27:35 GMT-0500 (CDT),12.276708855937775,96
30.35758,-97.547478,Shadowglen Trace,Shadowglen Trace,Mon Jul 16 2018 12:27:35 GMT-0500 (CDT),Mon Jul 16 2018 12:27:35 GMT-0500 (CDT),0.2551608617736696,97
30.35758,-97.547478,Shadow Glen Blvd,Shadow Glen Blvd,Mon Jul 16 2018 12:27:35 GMT-0500 (CDT),Mon Jul 16 2018 12:27:35 GMT-0500 (CDT),10.400816426351598,98
30.256123,-97.57164,Melody Ln,Melody Ln,Mon Jul 16 2018 12:27:36 GMT-0500 (CDT),Mon Jul 16 2018 12:27:36 GMT-0500 (CDT),0.9774486801630553,99
30.256123,-97.57164,Belafonte Blvd,Belafonte Blvd,Mon Jul 16 2018 12:27:36 GMT-0500 (CDT),Mon Jul 16 2018 12:27:36 GMT-0500 (CDT),1.5939411119369034,100
30.368069,-97.528809,Tower Rd,Tower Rd,Mon Jul 16 2018 12:27:37 GMT-0500 (CDT),Mon Jul 16 2018 12:27:37 GMT-0500 (CDT),8.636843492248166,101
30.368069,-97.528809,Suncrest Rd,"Suncrest Rd,FM 973 N",Mon Jul 16 2018 12:27:37 GMT-0500 (CDT),Mon Jul 16 2018 12:27:37 GMT-0500 (CDT),24.974999930562483,102
30.282986,-97.516068,Blake Manor Rd,Blake Manor Rd,Mon Jul 16 2018 12:27:37 GMT-0500 (CDT),Mon Jul 16 2018 12:27:37 GMT-0500 (CDT),1.9834974560530867,103
30.39826,-97.471161,New Sweden Church Rd,New Sweden Church Rd,Mon Jul 16 2018 12:27:40 GMT-0500 (CDT),Mon Jul 16 2018 12:27:40 GMT-0500 (CDT),11.674262111120225,104
30.39826,-97.471161,Manda Carlson Rd,Manda Carlson Rd,Mon Jul 16 2018 12:27:40 GMT-0500 (CDT),Mon Jul 16 2018 12:27:40 GMT-0500 (CDT),11.830656454078492,105
30.291861,-97.465523,Hog Eye Rd,Hog Eye Rd,Mon Jul 16 2018 12:27:40 GMT-0500 (CDT),Mon Jul 16 2018 12:27:40 GMT-0500 (CDT),1.859354425617584,106
30.400818,-97.545616,Fuchs Grove Rd,Fuchs Grove Rd,Mon Jul 16 2018 12:27:41 GMT-0500 (CDT),Mon Jul 16 2018 12:27:41 GMT-0500 (CDT),7.772462548958488,107
30.400818,-97.545616,Cameron Rd,Cameron Rd,Mon Jul 16 2018 12:27:41 GMT-0500 (CDT),Mon Jul 16 2018 12:27:41 GMT-0500 (CDT),15.352101761815339,108
30.158638,-97.55629,Wolf Ln,Wolf Ln,Mon Jul 16 2018 12:27:41 GMT-0500 (CDT),Mon Jul 16 2018 12:27:41 GMT-0500 (CDT),0.8932805058966602,109
30.254326,-97.532005,Burleson Manor Rd,Burleson Manor Rd,Mon Jul 16 2018 12:27:42 GMT-0500 (CDT),Mon Jul 16 2018 12:27:42 GMT-0500 (CDT),35.41533383999172,110
30.259037,-97.559418,Decker Lake Rd,Decker Lake Rd,Mon Jul 16 2018 12:27:42 GMT-0500 (CDT),Mon Jul 16 2018 12:27:42 GMT-0500 (CDT),3.1448068600977668,111
30.137329,-97.618683,Jacobson Rd,Jacobson Rd,Mon Jul 16 2018 12:27:43 GMT-0500 (CDT),Mon Jul 16 2018 12:27:43 GMT-0500 (CDT),11.902845569451653,112
30.137329,-97.618683,Elroy Rd,Elroy Rd,Mon Jul 16 2018 12:27:43 GMT-0500 (CDT),Mon Jul 16 2018 12:27:43 GMT-0500 (CDT),48.79135193553139,113
30.209475,-97.903458,,,Mon Jul 16 2018 12:27:43 GMT-0500 (CDT),Mon Jul 16 2018 12:27:43 GMT-0500 (CDT),5.00620904965714,114
30.209475,-97.903458,RM 1826,RM 1826,Mon Jul 16 2018 12:27:43 GMT-0500 (CDT),Mon Jul 16 2018 12:27:43 GMT-0500 (CDT),11.55457857433939,115
30.276579,-97.815819,,,Mon Jul 16 2018 12:27:44 GMT-0500 (CDT),Mon Jul 16 2018 12:27:44 GMT-0500 (CDT),37.13651533642321,116
32.62265,-94.835587,Hillcrest Dr,Hillcrest Dr,Mon Jul 16 2018 12:27:45 GMT-0500 (CDT),Mon Jul 16 2018 12:27:45 GMT-0500 (CDT),1.8539711890906387,117
30.43634,-97.563698,Jesse Bohl Dr,Jesse Bohl Dr,Mon Jul 16 2018 12:28:46 GMT-0500 (CDT),Mon Jul 16 2018 12:28:46 GMT-0500 (CDT),0.40555658261198546,118
30.400906,-97.545593,Cameron Rd,Cameron Rd,Mon Jul 16 2018 12:28:46 GMT-0500 (CDT),Mon Jul 16 2018 12:28:46 GMT-0500 (CDT),5.862661480508705,119
30.400906,-97.545593,Fuchs Grove Rd,Fuchs Grove Rd,Mon Jul 16 2018 12:28:46 GMT-0500 (CDT),Mon Jul 16 2018 12:28:46 GMT-0500 (CDT),10.682654828336638,120
30.407438,-97.541405,Cameron Rd,Cameron Rd,Mon Jul 16 2018 12:28:47 GMT-0500 (CDT),Mon Jul 16 2018 12:28:47 GMT-0500 (CDT),2.2275971517144506,121
30.407438,-97.541405,Schmidt Ln,Schmidt Ln,Mon Jul 16 2018 12:28:47 GMT-0500 (CDT),Mon Jul 16 2018 12:28:47 GMT-0500 (CDT),3.8196122753032924,122
30.264381,-97.550438,Taylor Ln,Taylor Ln,Mon Jul 16 2018 12:28:47 GMT-0500 (CDT),Mon Jul 16 2018 12:28:47 GMT-0500 (CDT),4.505419975037709,123
30.256798,-97.554733,Taylor Ln,Taylor Ln,Mon Jul 16 2018 12:28:48 GMT-0500 (CDT),Mon Jul 16 2018 12:28:48 GMT-0500 (CDT),1.6721495966673388,124
30.256798,-97.554733,Decker Lake Rd,Decker Lake Rd,Mon Jul 16 2018 12:28:48 GMT-0500 (CDT),Mon Jul 16 2018 12:28:48 GMT-0500 (CDT),7.0676823174064625,125
30.376925,-97.482803,Kimbro West Rd,Kimbro West Rd,Mon Jul 16 2018 12:28:48 GMT-0500 (CDT),Mon Jul 16 2018 12:28:48 GMT-0500 (CDT),2.8162230230563,126
30.351034,-97.47982,US-290 E,US-290 E,Mon Jul 16 2018 12:28:49 GMT-0500 (CDT),Mon Jul 16 2018 12:28:49 GMT-0500 (CDT),3.4218919021454908,127
30.351034,-97.47982,US-290 W,US-290 W,Mon Jul 16 2018 12:28:49 GMT-0500 (CDT),Mon Jul 16 2018 12:28:49 GMT-0500 (CDT),34.79555066269046,128
30.351313,-97.467377,US-290 E,US-290 E,Mon Jul 16 2018 12:28:50 GMT-0500 (CDT),Mon Jul 16 2018 12:28:50 GMT-0500 (CDT),3.2064166762545208,129
30.351313,-97.467377,,,Mon Jul 16 2018 12:28:50 GMT-0500 (CDT),Mon Jul 16 2018 12:28:50 GMT-0500 (CDT),10.61870861573554,130
30.351313,-97.467377,US-290 W,US-290 W,Mon Jul 16 2018 12:28:50 GMT-0500 (CDT),Mon Jul 16 2018 12:28:50 GMT-0500 (CDT),32.481482880948505,131
30.351313,-97.467377,Abrahamson Rd,Abrahamson Rd,Mon Jul 16 2018 12:28:50 GMT-0500 (CDT),Mon Jul 16 2018 12:28:50 GMT-0500 (CDT),33.87488756353472,132
30.324608,-97.477806,Littig Rd,Littig Rd,Mon Jul 16 2018 12:28:50 GMT-0500 (CDT),Mon Jul 16 2018 12:28:50 GMT-0500 (CDT),0.39352809548947393,133
30.324608,-97.477806,,,Mon Jul 16 2018 12:28:50 GMT-0500 (CDT),Mon Jul 16 2018 12:28:50 GMT-0500 (CDT),22.537427065066684,134
30.32259,-97.477959,Jones Rd,Jones Rd,Mon Jul 16 2018 12:28:51 GMT-0500 (CDT),Mon Jul 16 2018 12:28:51 GMT-0500 (CDT),2.9126518037340516,135
30.391319,-97.481369,Bois D Arc Ln,"Bois D Arc Ln,Bois D Arc Rd",Mon Jul 16 2018 12:28:51 GMT-0500 (CDT),Mon Jul 16 2018 12:28:51 GMT-0500 (CDT),2.4973334400166305,136
30.254087,-97.541321,FM 969,FM 969,Mon Jul 16 2018 12:28:52 GMT-0500 (CDT),Mon Jul 16 2018 12:28:52 GMT-0500 (CDT),4.838241841708991,137
30.258297,-97.556908,Decker Lake Rd,Decker Lake Rd,Mon Jul 16 2018 12:28:53 GMT-0500 (CDT),Mon Jul 16 2018 12:28:53 GMT-0500 (CDT),49.26323343987474,138
30.210152,-97.902122,,,Mon Jul 16 2018 12:28:54 GMT-0500 (CDT),Mon Jul 16 2018 12:28:54 GMT-0500 (CDT),2.9601445775835407,139
30.320177,-97.627022,Daffan Ln,Daffan Ln,Mon Jul 16 2018 12:28:54 GMT-0500 (CDT),Mon Jul 16 2018 12:28:54 GMT-0500 (CDT),3.6748127537277426,140
30.320177,-97.627022,,,Mon Jul 16 2018 12:28:54 GMT-0500 (CDT),Mon Jul 16 2018 12:28:54 GMT-0500 (CDT),15.120120550619955,141
30.31455,-97.620514,Daffan Ln,Daffan Ln,Mon Jul 16 2018 12:28:55 GMT-0500 (CDT),Mon Jul 16 2018 12:28:55 GMT-0500 (CDT),1.1412765982335735,142
30.320089,-97.60939,Decker Ln,"Decker Ln,FM 3177",Mon Jul 16 2018 12:28:55 GMT-0500 (CDT),Mon Jul 16 2018 12:28:55 GMT-0500 (CDT),1.9021591546800614,143
30.381409,-97.606178,Cameron Rd,Cameron Rd,Mon Jul 16 2018 12:28:56 GMT-0500 (CDT),Mon Jul 16 2018 12:28:56 GMT-0500 (CDT),6.366660205068963,144
30.381409,-97.606178,Gregg Ln,Gregg Ln,Mon Jul 16 2018 12:28:56 GMT-0500 (CDT),Mon Jul 16 2018 12:28:56 GMT-0500 (CDT),7.5374489148238615,145
30.381409,-97.606178,Harris Branch Pkwy,"Harris Branch Pkwy,Cameron Rd",Mon Jul 16 2018 12:28:56 GMT-0500 (CDT),Mon Jul 16 2018 12:28:56 GMT-0500 (CDT),7.5374489148238615,146
30.283392,-97.595169,FM 973,FM 973,Mon Jul 16 2018 12:28:56 GMT-0500 (CDT),Mon Jul 16 2018 12:28:56 GMT-0500 (CDT),5.46990124113504,147
30.2694,-97.616997,Blue Bluff Rd,Blue Bluff Rd,Mon Jul 16 2018 12:28:57 GMT-0500 (CDT),Mon Jul 16 2018 12:28:57 GMT-0500 (CDT),1.2621602660943554,148
30.2694,-97.616997,Catherine Dr,Catherine Dr,Mon Jul 16 2018 12:28:57 GMT-0500 (CDT),Mon Jul 16 2018 12:28:57 GMT-0500 (CDT),2.753497985251309,149
30.262726,-97.621246,Blue Bluff Rd,Blue Bluff Rd,Mon Jul 16 2018 12:28:57 GMT-0500 (CDT),Mon Jul 16 2018 12:28:57 GMT-0500 (CDT),2.241100720963451,150
30.262726,-97.621246,FM 969,FM 969,Mon Jul 16 2018 12:28:57 GMT-0500 (CDT),Mon Jul 16 2018 12:28:57 GMT-0500 (CDT),7.78036006683664,151
30.262726,-97.621246,,,Mon Jul 16 2018 12:28:57 GMT-0500 (CDT),Mon Jul 16 2018 12:28:57 GMT-0500 (CDT),13.31139041840751,152
30.264671,-97.623459,FM 969,FM 969,Mon Jul 16 2018 12:28:58 GMT-0500 (CDT),Mon Jul 16 2018 12:28:58 GMT-0500 (CDT),0.23605249952841365,153
30.301477,-97.565536,FM 973,FM 973,Mon Jul 16 2018 12:28:58 GMT-0500 (CDT),Mon Jul 16 2018 12:28:58 GMT-0500 (CDT),2.3115487052647077,154
30.301477,-97.565536,,,Mon Jul 16 2018 12:28:58 GMT-0500 (CDT),Mon Jul 16 2018 12:28:58 GMT-0500 (CDT),21.356704982226717,155
30.332191,-97.559921,Murchison St,Murchison St,Mon Jul 16 2018 12:28:59 GMT-0500 (CDT),Mon Jul 16 2018 12:28:59 GMT-0500 (CDT),1.3604221119868278,156
30.332191,-97.559921,Lexington St,"Lexington St,FM 973",Mon Jul 16 2018 12:28:59 GMT-0500 (CDT),Mon Jul 16 2018 12:28:59 GMT-0500 (CDT),5.620020772554481,157
30.288204,-97.576569,FM 973,FM 973,Mon Jul 16 2018 12:28:59 GMT-0500 (CDT),Mon Jul 16 2018 12:28:59 GMT-0500 (CDT),2.9158553605654114,158
30.288204,-97.576569,Frontage Rd,Frontage Rd,Mon Jul 16 2018 12:28:59 GMT-0500 (CDT),Mon Jul 16 2018 12:28:59 GMT-0500 (CDT),3.957689771774477,159
30.288204,-97.576569,to SH-130 S,to SH-130 S,Mon Jul 16 2018 12:28:59 GMT-0500 (CDT),Mon Jul 16 2018 12:28:59 GMT-0500 (CDT),4.132548971586085,160
30.288204,-97.576569,SH-130,SH-130,Mon Jul 16 2018 12:28:59 GMT-0500 (CDT),Mon Jul 16 2018 12:28:59 GMT-0500 (CDT),48.2903277245562,161
30.387609,-97.553474,Fuchs Grove Rd,Fuchs Grove Rd,Mon Jul 16 2018 12:29:00 GMT-0500 (CDT),Mon Jul 16 2018 12:29:00 GMT-0500 (CDT),8.754588787438255,162
30.387609,-97.553474,Gregg Ln,Gregg Ln,Mon Jul 16 2018 12:29:00 GMT-0500 (CDT),Mon Jul 16 2018 12:29:00 GMT-0500 (CDT),18.90485052430202,163
30.271288,-97.788307,Bee Caves Rd,"Bee Caves Rd,RM 2244,Bee Cave Rd,Bee Cave Rd,Bee Caves Rd,RM 2244",Mon Jul 16 2018 12:29:00 GMT-0500 (CDT),Mon Jul 16 2018 12:29:00 GMT-0500 (CDT),0.44965105815893064,164
30.271288,-97.788307,Edgegrove Dr,Edgegrove Dr,Mon Jul 16 2018 12:29:00 GMT-0500 (CDT),Mon Jul 16 2018 12:29:00 GMT-0500 (CDT),1.5093884788841878,165
30.271288,-97.788307,,,Mon Jul 16 2018 12:29:00 GMT-0500 (CDT),Mon Jul 16 2018 12:29:00 GMT-0500 (CDT),37.84429453007095,166
30.445993,-97.861382,FM-2769,FM-2769,Mon Jul 16 2018 12:29:01 GMT-0500 (CDT),Mon Jul 16 2018 12:29:01 GMT-0500 (CDT),38.51003864676995,167
