name,jurisdiction,address,lat,lng,type,comment,id
100 Blk Winfield Thicket,BCO,100 Blk Winfield Thicket,30.053019,-97.242683,on,,1821
Paint Creek Bridge on Paint Creek Rd,BCO,Paint Creek Bridge on Paint Creek Rd,30.277124,-97.187004,on,Road is open,1822
300 Community Center Road,BCO,300 Community Center Road,29.898951,-97.379982,on,Roadway is open,1823
Stockade Ranch Rd,BCO,1300-1400 BLK,30.270452,-97.151466,on,Road is Open,1834
P1028 KoleKole Ln,BCO,KoleKole Ln at low water crossing,30.074764,-97.298325,on,,1835
P1029 Koele Ct,BCO,100 Blk Koele Ct,30.087278,-97.322655,on,,1844
200 Blk Littig Rd,BCO,200 Blk Littig Rd,30.341646,-97.402588,on,Roadway is open....,1846
P1030 Kamakoa Ln ,BCO,174 Kamakoa Ln,30.093925,-97.293259,on,,1847
200 Blk Lone Star Rd,BCO,200 Blk Lone Star Rd,30.043024,-97.411018,on,,1848
100 Blk Big Bow,BCO,100 Blk Big Bow,30.044622,-97.092758,on,,1849
Gotier Trace at Alum Creek,BCO,Gotier Trace at Alum Creek,30.104731,-97.213692,on,Roadway is open,1851
190 Pine Canyon Dr,BCO,190 Pine Canyon Dr,29.956299,-97.31929,off,Roadway is closed,1864
Wilbarger Creek Dr,BCO,Wilbarger Creek Dr,30.227524,-97.416107,on,,1865
Longhorn Dr Culvert,BCO,Longhorn Dr Culvert,30.156879,-97.226059,on,,1875
Raven Rd,BCO,Raven Rd,30.074966,-97.182098,on,,1877
Agget Rd,BCO,Agget Rd,30.078941,-97.177376,on,,1878
200 Blk The Forest Rd,BCO,200 Blk The Forest Rd,30.036097,-97.568375,on,Roadway is open,1921
200 Block FM 2239,BCO,200 Block FM 2239,30.137945,-97.067429,on,Roadway is open,1932
774 Old Sayers,BCO,774 Old Sayers,30.285519,-97.36776,on,Roadway is open,1937
FM 153@ KARISCH RD ,BCO,FM 153@ KARISCH RD ,30.028387,-97.071083,on,Hwy is open,1945
1300 Park Road 1C,BCO,1300 Park Road 1C,30.083752,-97.182175,on,Road is washed out,1949
Woodland Ct.,BCO,Woodland Ct.,30.079109,-97.268494,on,Road is open,1956
1060 FM 1441,BCO,1060 FM 1441,30.168653,-97.245819,on,Roadway is back open,1964
Dry Willow at Old Austin Trail,BCO,Dry Willow at Old Austin Trail,30.240887,-97.447853,on,Roadway is open,1970
Pine Shadows Rd,BCO,100-200,30.087967,-97.263367,on,,1973
160 Lakeside Drive ,BCO,160 Lakeside Drive ,30.082396,-97.260963,on,Road is open,1980
Cattlemens between Shorthorn and Herford,BCO,Cattlemens between Shorthorn and Herford,30.163534,-97.232414,on,Roadway is open,1981
P1020 Aloha Ln,BCO,Aloha Ln,30.099625,-97.278473,on,Closed due to washout,1985
P1021 Kahalulu Dr,BCO,Kahalulu Dr,30.079685,-97.276222,on,Closed due to damage,1986
P1022 Upolu Ct,BCO,Upolu Ct,30.090881,-97.282806,on,Closed due to damage,1987
P1023 Koae Ct,BCO,Koae Ct,30.083399,-97.292572,on,Closed due to damage,1988
P1024 Alele Dr,BCO,Alele Dr,30.087898,-97.280731,on,Road is closed due to washout,1989
P1026 - Pahalawe Ln,BCO,Pahalawe Ln,30.088188,-97.281349,on,Road is closed due to washout,1991
P1026 East Keamuku Ct,BCO,East Keamuku Ct,30.092957,-97.28418,on,Road is closed due to washout,1992
P1027 Honopu Dr,BCO,Honopu Dr,30.095243,-97.279228,on,Road is closed due to washout,1993
Forest Ln,BCO,Forest Ln,30.093979,-97.257881,on,Road is damaged,1994
Pine Hill Loop,BCO,Pine Hill Loop,30.09848,-97.260101,on,Road is open but damaged,1995
Lisa Ln,BCO,Lisa Ln,30.144388,-97.252975,on,Road is open,1996
FM 1441 Betw Daisy Ln and Old Firetower TD,BCO,FM 1441 @ Spicer Creek,30.174446,-97.260147,on,Roadway is open,1998
Park Road 1C Near Wilderness Ridge,BCO,Park Road 1C Near Wilderness Ridge,30.094656,-97.211525,on,Road is temporarily repaired,1999
Riverside just East of Keanehalululu Ln,BCO,Riverside just East of Keanehalululu Ln,30.082581,-97.327705,on,Road is closed due to washout,2001
Kaanapali at Tall Forest,BCO,Kaanapali at Tall Forest,30.086445,-97.270645,on,Road is closed due to repair,2002
300 Blk Sayers Rd,BCO,300 Blk Sayers Rd,30.156507,-97.336166,on,Roadway open,2003
650 Sayers Road,BCO,650 Sayers Road,30.168179,-97.348183,on,Roadway is open,2004
Riverside West of Kaala,BCO,Riverside West of Kaala,30.076395,-97.312096,on,Road is completely washed out,2009
260 Block of Joe Cole Ln,BCO,260 Block of Joe Cole Ln,29.964888,-97.145363,on,Road is closed due to washout,2028
200 Blk Jacobson Rd,BCO,200 Blk Jacobson Rd ,30.111088,-97.584259,on,Roadway is open,2064
290 @ County Line Rd,BCO,290 @ County Line Rd,30.352276,-97.411942,on,Hwy is open,2081
East Austin @ RR Tracks,BCO,East Austin @ RR Tracks,30.346672,-97.368919,on,Roadway may flood rapidly,2082
TX1032 - Park Rd 1C @ Harmon Rd,BCO,300 Blk Park Rd 1C,30.109261,-97.249626,on,Road is Open,2098
TX1033 Park Rd 1A @ Park Rd 1C,BCO,100 Blk Park Rd 1A,30.1129,-97.26786,on,Roadway is open,2099
TX1034 Park Rd 1C @ Park Rd 1E,BCO,2100 Blk Park Rd 1C,30.049189,-97.162743,off,Roadway Closed around the entire Lake,2101
TX1035 Park Rd 1A @ refectory,BCO,100 Blk Park Rd 1A,30.109131,-97.283119,on,Roadway is open,2102
P3070 - Old San Antonio Rd @ Tributary in the 600 Blk,BCO,600 Blk Old San Antonio Rd,30.027033,-97.584282,on,Roadway is open,2104
P2063 - Mark Young Rd @ Tributary,BCO,100 Blk,29.959169,-97.159309,on,Crossing is Open Pass with Caution,2107
P2064 - Mark Young Rd @ Tributary,BCO,200 Blk,29.9527,-97.159142,on,Crossing is Open Pass with Caution,2108
P2065 - Mark Young Rd,BCO,300 Blk,29.948175,-97.159027,on,Crossing is Open Pass with Caution,2109
P3071 - 3800 FM 535,BCO,3800 Blk,29.984707,-97.422379,on,Roadway is open,2110
COS1006 - SE Martin Luther King Dr,BCO,1000 Blk,30.000147,-97.152786,on,Roadway is Open,2113
P2068 - Crafts Prairie Rd @ Mesa Pinto Dr,BCO,250 Blk,30.052687,-97.250786,on,Road is Open,2114
P3072 - 300 FM 672,BCO,300 Blk,29.989796,-97.527908,on,Roadway is open,2115
P3073 - 500 FM 672,BCO,500 Blk,29.976933,-97.539192,on,Roadway is open,2116
P4045 - 2500 FM 1704 south of Woody Ln,BCO,2500 Blk,30.247625,-97.422241,on,Roadway is open,2131
P2069 - Powell Rd @ Tribuary West of Kellar Rd,BCO,130 Blk,30.060041,-97.191025,on,Roadway is open,2144
P2074 - Big Bow (spillway) @ Indian Lake,BCO,300 Blk,30.044922,-97.086548,off,Roadway is Closed,2151
P2075 - Circle Rd @ Pin Oak Creek,BCO,200 Blk,30.071442,-97.08223,off,Roadway is Closed,2152
Stockade Ranch Rd,BCO,SH 21 to End of Road,30.217712,-97.114967,off,Road is flooded,2156
Lehman Ln,BCO,South of Humble Ln,30.012465,-97.415581,on,Road is Open,2161
Lower Red Rock Rd,BCO,South of Humble Ln,30.007839,-97.406937,on,Roadway is open,2162
Post Oak Trl,BCO,Entire Road Closed,30.104044,-97.550423,on,Roadway is open,2168
Turkey Ridge Rd,BCO,Entire Road ,30.015539,-97.537231,on,Roadway is open,2169
FM 812,BCO,At Camino Del Sol,30.093203,-97.597824,on,Road is open,2170
Ponderosa Rd,BCO,Entire Road,30.070633,-97.231033,on,Road is open,2172
Brody Ln,BCO,Entire Road,30.047083,-97.23764,off,Road is flooded,2173
Arbuckle Rd,BCO,Arbuckle Rd,30.286285,-97.379517,on,Roadway is open,2174
Whitehead St,BCO,And NE 2nd St,30.002733,-97.148468,on,Road is Open,2175
NE 1st St @ Marburger St,BCO,"NE 1st St, Smithville, TX",30.001461,-97.147995,on,Roadway is open,2178
NE 6th St,BCO,Between Wilkes St and Whitehead St,30.006235,-97.147057,on,Roadway is open,2179
Faulkner Rd,BCO,At Oak Meadows Dr,30.001434,-97.13916,on,Roadway is open,2180
St Hwy 71,BCO,East bound lane,30.12224,-97.43293,on,Roadway is open,2182
Sand Hiils Rd,BCO,300 blk,29.951818,-97.433235,on,"County Road is Open, Private 600 Blk Closed.",2184
Red Rock Ranch Rd,BCO,300 blk,29.917456,-97.406647,on,Roadway is open,2185
NE 8th St,BCO,at Mills St,30.010195,-97.151398,on,Roadway is open,2187
FM 2104,BCO,369 FM 2104,30.061934,-97.101898,on,Roadway is open,2188
Bateman Rd,BCO,Entire Road,29.934719,-97.458839,on,Roadway is open,2189
Jacobson Rd,BCO,Maha Creek,30.123293,-97.598267,on,Roadway is open,2191
Cardinal Dr,BCO,627 Cardinal Dr,30.187729,-97.208893,on,Debris in Road Removed,2192
Pine St,BCO,St Hwy 95 to MLK,30.10952,-97.309715,on,Road is Open,2193
Hill St aka Dorothy Nichols Ln,BCO,at NE Loop 230,29.997864,-97.134712,on,Roadway is open,2195
Lamaloa Ln,BCO,West of Rail Road,30.090956,-97.318756,on,Roadway is open,2196
Cleveland St,BCO,Between 1st St and 2nd St,30.008085,-97.162231,on,Roadway is open,2197
NW 1st St,BCO,at Gazley St,30.00868,-97.16468,on,Roadway is open,2198
FM 969,BCO,1704 FM 969,30.200489,-97.434471,on,Cleared Debris,2199
St Hwy 21,BCO,West bound lanes,30.182495,-97.170166,on,Road is Open,2200
FM 1704,BCO,2709 FM 1704,30.238482,-97.428207,on,Cleared Debris,2201
S St Hwy 95,BCO,Northbound Lane,30.321922,-97.35791,on,Road is Open,2202
FM 535,BCO,2400 FM 535,29.93886,-97.321266,on,Roadway is open,2203
Shiloh Rd,BCO,Between St Hwy 304 and FM 20,30.092615,-97.367714,on,Road is Open,2204
Lone Star Rd,BCO,600 Blk,30.045609,-97.379707,on,Roadway is open,2205
McAllister Rd,BCO,339,30.076195,-97.262566,on,Debris in Road Removed,2206
St Hwy 71,BCO,West bound lanes at Kellar Rd,30.049154,-97.188927,on,Road is Open,2207
FM 812,BCO,2200 FM 812,30.069399,-97.569672,on,Road is Open,2208
N Main St,BCO,Bridge at N Main St,30.131464,-97.320747,on,Road is Open,2209
Sayers Rd,BCO,Sayers Rd at Smith Rd,30.152042,-97.329903,on,Road is open,2211
B J Mayes Rd,BCO,244 B J Mayes Rd,30.15362,-97.321091,on,Road is open,2212
FM 20,BCO,St Hwy 71 to FM 535,30.109968,-97.373215,on,Road is open,2213
FM 20,BCO,FM 20 to St Hwy 71,30.004057,-97.43325,on,Roadway is open,2214
FM 20,BCO,FM 20 closed at Walnut Creek,30.028053,-97.426445,on,Road is open,2217
Jenkins Rd,BCO,200 Blk,30.103542,-97.498566,on,Roadway is open,2220
Gotier Trace Rd,BCO,700 Blk Gotier Trace Rd,30.110912,-97.195282,on,Roadway is open,2223
LOWER RED ROCK BRIDGE AT SH 304,BCO,100 LOWER RED ROCK RD,30.076603,-97.357605,on,Roadway is open,2224
462 KELLEY RD,BCO,462 KELLEY RD,30.150255,-97.235603,on,"Road is Open, Sink Hole repaired on one side of road",2225
JONES ST,BCO,900 BLK JONES ST,29.996708,-97.160217,on,Road is open,2226
PRIM RD,BCO,PRIM RD 100ft From Old Lake Rd,29.968996,-97.124237,on,Road is Open,2227
HILLCREST DR,BCO,115 HILLCREST DR,30.13723,-97.252853,on,Roadway is open,2228
CARINDAL DR,BCO,500-600 BLK CARDINAL DR,30.178679,-97.218605,on,Road is Open,2231
RIVERWOOD DR,BCO,111 RIVERWOOD DR,30.120583,-97.329819,on,Road is Open,2232
FM 20,BCO,1300 BLK FM 20,30.035187,-97.423286,on,Roadway is open,2233
PARK ROAD 1C,BCO,BRIDGE AT PARK ROAD 1C TXDOT,30.089668,-97.192421,off,Road is Closed,2236
NE 7TH ST,BCO,NE 7TH ST & WHITEHEAD ST,30.006868,-97.146088,on,Road is Open,2239
WOODRESS ST,BCO,WOODRESS ST & MILLER ST,30.000746,-97.148308,on,Roadway is open,2266
COMMUNITY CENTER RD,BCO,200 BLK COMMUNITY CENTER RD,29.886925,-97.35675,on,Road is Open,2271
COUNTY LINE RD,BCO,"300 BLK, GIDDINGS",30.091393,-97.058067,on,Road is Open,2285
ALUM CREEK EAST,BCO,ALUM CREEK EAST OFF SH 71,30.069551,-97.222382,on,Road is open,2289
FM 20 & HUMBLE LN,BCO,FM 20 & HUMBLE LN,30.021744,-97.428169,on,Roadway is open,2293
"PINE VALLEY LOOP, Smithville",BCO,600 BLK,29.959761,-97.322014,on,Road is Open,2294
NORMA JEAN BLVD,BCO,100-200 BLK NORMA JEAN BLVD,30.045273,-97.18644,on,Road is open,2302
OLD SAYERS RD,BCO,1750 OLD SAYERS RD,30.238274,-97.339493,on,Road is open,2305
WOLF RD & MARLIN ST,BCO,100 BLK WOLF RD,30.297363,-97.205132,on,Road is open,2306
WOLF RD & KNOBBS RD,BCO,400-500 BLK WOLF RD,30.31596,-97.224083,on,Road is open,2307
Easley Rd,BCO,500 Blk,29.952106,-97.291084,on,Road is open,2312
Easley Rd,BCO,200 Blk,29.983295,-97.275032,on,Road is open,2313
Maunalua Dr,BCO,"100 Blk, Bastrop, TX",30.089396,-97.315506,on,Roadway is open,2316
Bateman Rd,BCO,"800 Blk, Red Rock, TX",29.923016,-97.441055,on,Roadway is open,2317
Martin Luther King @ Bunte St,BCO,MLK @ Bunte St,29.99795,-97.147629,on,Roadway is Open,2320
SE 2nd St @ Bunte,BCO,SE 2nd @ Bunte St,29.998795,-97.147171,on,Roadway is Open,2321
SE 1st St @ Bunte St,BCO,SE 1st St @ Bunte St,29.999577,-97.146683,on,Roadway is Open,2322
Martin Luther King @ Miller St,BCO,Martin Luther King @ Miller ST,29.998751,-97.149483,on,Roadway is Open,2323
2nd Ave @ Hickory St,BCO,"2nd Ave, Smithville, TX",30.011484,-97.171509,on,Road is Open,2324
TX1002 - FM 535 @ Watterson School Rd,BCO,"FM 535, Cedar Creek",29.97855,-97.414001,on,Roadway is open,2325
Marburger St between 5th & 6th,BCO,"Marburger St, Smithville, TX",30.005213,-97.145821,on,Roadway is open,2326
Turney St @ 4th St,BCO,"Turney St, Smithville, TX",30.005539,-97.150436,on,Roadway is open,2327
Byrne St @ 4th St,BCO,"Byrne St, Smithville, TX",30.005022,-97.149529,on,Roadway is open,2328
Hill Rd @ SH 71,BCO,"Hill Rd, Smithville, TX",30.005501,-97.134911,on,Roadway is open,2329
Crafts Prairie Rd,BCO,"Crafts Prairie Rd, Smithville, TX",30.052462,-97.247444,on,Road is Open,2330
Akaloa Dr,BCO,Akaloa Dr at Wahane Ln,30.08073,-97.290314,on,Road is open,2331
Blue Jay Rd,BCO,100 blk Blue Jay Rd,30.006632,-97.563454,on,Roadway is open,2332
Karisch Rd,BCO,300 blk Karish Rd,30.042641,-97.069099,on,Road is open,2333
Ponderosa Rd,BCO,700 blk Ponderosa Rd,30.034109,-97.220215,on,Road is open,2334
HIDDEN SHORES RD,BCO,HIDDEN SHORES RD,30.025503,-97.198914,on,Road is Open,2335
HIDDEN SHORES LOOP,BCO,HIDDEN SHORES LOOP,30.043644,-97.200676,on,Road is Open,2336
Post Oak Trl,BCO,Entire Road,30.10821,-97.54258,on,Roadway is open,2337
FM 2571,BCO,FM 2571 TXDOT,30.009134,-97.246002,off,BEND IN COLORADO RIVER AREA,2345
SH 71 EASTBOUND,BCO,E SH 71 SMITHVILLE,29.997698,-97.129143,on,Road is Open,2357
E SH 71,BCO,E SH 71 SMITHVILLE,29.994781,-97.128181,on,Road is Open,2358
LOWER RED ROCK RD,BCO,400 Blk,30.024183,-97.380119,on,Road is Open,2359
OTT LN,BCO,300-400 Blk ,29.862024,-97.393967,on,Road is Open,2361
Circle Rd,BCO,Circle Rd at Pin Oak Creek,30.073074,-97.08194,off,Road is Closed,2378
West Ridge Dr,BCO,West Ridge Dr,30.100183,-97.437729,on,Road is Open,2379
FM 2571,BCO,FM 2571 - 3.5 miles west of St Hwy 95,30.020102,-97.215591,off,Road is closed due to damage,2382
Reids Bend @ Sink Hole,BCO,"180-350 Block, Reids Bend, Bastrop, TX 78602",30.128698,-97.335648,off,Reids Bend is Closed Between Smith Rd & Carter St,2384
Foothill Rd,BCO,202-261 Foothill Rd,30.187031,-97.294701,on,Road Opened - Temporarily,2385
